0.586829	0.524426
0.66409	0.483209
0.631746	0.424426
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
0.408815	-1.54744
0.464424	-1.44918
0.617372	-1.38077
0.80778	-1.26282
0.990861	-1.11833
1.19625	-0.978169
1.24904	-0.894529
1.08057	-0.858342
0.892331	-0.691135
0.761126	-0.33161
0.692236	0.0540341
0.807204	0.373255
1.11089	0.667117
1.30489	0.792797
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.0210706	0.0777148
-0.0351667	0.106841
0.0298137	0.174578
0.0808634	0.173809
0.169386	0.215122
0.226486	0.301982
0.363299	0.374211
0.459485	0.477363
0.596552	0.688381
0.632138	0.825669
0.736312	0.911275
0.831704	0.962641
0.822336	0.917511
0.988838	0.931256
1.12826	0.996031
1.11642	1.1876
1.09759	1.38212
1.07468	1.60749
1.1448	1.7601
1.16636	1.84073
1.06353	1.73785
1.02083	1.5638
0.903283	1.36718
0.79781	1.19327
0.694015	1.07439
0.709087	0.966417
0.659975	0.820856
0.735895	0.62866
0.834184	0.441675
0.967959	0.3052
1.00127	0.224339
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
0.167575	0.141293
0.207369	0.13062
0.170782	0.135878
0.147113	0.0889931
0.224826	0.0805392
0.209224	0.0753448
0.14444	0.0888415
0.245903	0.138484
0.313283	0.16438
0.267235	0.159244
0.237871	0.210848
0.308866	0.254588
0.437074	0.334925
0.500522	0.34645
0.490996	0.302454
0.494295	0.276594
0.482005	0.228067
0.519126	0.169207
0.478109	0.124944
0.443289	0.083055
0.512016	0.0686045
0.553857	-0.00372593
0.456296	-0.10607
0.47872	-0.202271
0.443383	-0.233155
0.364676	-0.303886
0.246555	-0.339325
0.15979	-0.364148
0.182424	-0.445748
0.309197	-0.53535
0.346018	-0.613354
0.471333	-0.644571
0.592847	-0.744022
0.687725	-0.819074
0.796613	-0.949675
0.846219	-1.03359
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
-0.3	0.0
